employee_id,employee_name,department,project_id,date,hours,billable
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-01,1.9,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-02,6.2,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-02,1.6,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-03,4.7,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-03,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-06,4.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-06,1.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-07,5.4,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-07,1.3,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-08,5.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-08,0.8,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-09,4.3,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-09,2.3,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-10,7.4,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-10,0.8,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-13,5.4,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-13,1.6,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-14,7.8,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-14,0.5,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-15,5.1,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-15,2.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-16,4.4,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-16,1.3,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-17,5.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-17,2.2,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-20,4.5,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-20,1.1,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-21,5.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-21,2.8,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-22,3.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-22,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-23,6.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-23,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-24,6.4,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-24,0.9,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-27,5.3,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-27,1.1,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-28,6.2,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-28,0.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-29,5.0,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-29,2.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-30,5.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-30,0.3,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-31,5.3,
EMP001,Ishita Sharma,Engineering,PRJ03,2026-07-31,1.3,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-03,5.5,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-03,1.5,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-04,5.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-04,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-05,6.2,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-05,1.6,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-06,6.1,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-06,2.2,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-07,5.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-07,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-10,5.3,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-10,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-11,5.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-11,2.0,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-12,4.8,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-12,1.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-13,6.2,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-13,0.8,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-14,5.3,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-14,0.9,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-17,5.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-17,0.9,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-18,4.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-18,1.8,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-19,7.2,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-19,1.2,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-20,7.3,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-20,0.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-21,4.9,
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-21,1.5,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-24,5.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-24,0.4,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-25,6.5,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-25,1.6,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-26,4.8,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-26,2.0,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-27,3.9,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-27,1.9,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-28,4.0,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-28,1.7,False
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-31,5.6,True
EMP001,Ishita Sharma,Engineering,PRJ03,2026-08-31,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-01,5.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-01,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-02,6.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-02,0.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-03,4.1,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-03,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-04,6.0,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-04,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-05,6.0,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-05,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-08,6.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-08,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-09,6.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-09,0.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-10,5.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-10,0.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-11,4.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-11,1.5,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-12,3.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-12,1.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-15,4.0,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-15,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-16,4.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-16,2.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-17,5.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-17,2.4,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-18,4.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-18,1.4,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-19,4.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-19,1.4,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-22,6.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-22,1.5,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-23,5.1,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-23,0.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-24,4.7,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-24,2.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-25,4.5,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-25,2.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-26,5.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-26,1.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-29,6.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-29,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-30,5.5,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-06-30,0.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-01,6.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-01,1.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-02,7.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-02,0.4,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-03,5.1,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-03,1.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-06,6.1,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-06,1.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-07,5.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-07,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-08,5.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-08,1.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-09,5.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-09,0.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-10,4.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-10,0.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-13,7.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-13,0.4,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-14,6.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-14,2.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-15,5.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-15,1.5,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-16,4.7,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-16,1.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-17,6.7,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-17,0.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-20,6.5,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-20,1.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-21,5.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-21,2.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-22,4.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-22,0.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-23,5.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-23,2.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-24,4.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-24,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-27,6.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-27,1.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-28,5.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-28,1.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-30,7.0,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-30,1.2,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-31,6.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-07-31,2.2,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-03,6.1,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-03,0.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-04,4.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-04,1.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-05,4.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-05,2.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-06,7.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-06,0.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-07,6.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-07,1.2,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-10,5.5,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-10,1.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-11,5.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-11,0.5,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-12,4.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-12,1.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-13,5.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-13,2.2,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-14,7.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-14,0.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-17,7.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-17,0.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-18,5.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-18,0.7,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-19,5.8,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-19,0.8,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-20,5.7,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-20,2.6,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-21,6.2,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-21,2.1,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-24,5.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-24,1.0,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-25,5.3,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-25,0.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-26,4.6,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-26,1.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-27,6.9,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-27,1.3,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-28,5.4,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-28,0.9,False
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-31,5.5,True
EMP002,Arjun Walker,Strategy,PRJ09,2026-08-31,2.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-01,4.7,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-01,2.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-02,4.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-02,1.7,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-03,7.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-03,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-04,4.4,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-04,1.7,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-05,5.3,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-05,2.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-08,5.4,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-08,2.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-09,6.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-09,1.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-10,6.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-10,1.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-11,4.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-11,2.2,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-12,7.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-12,0.7,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-15,4.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-15,1.2,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-16,6.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-16,1.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-17,4.9,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-17,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-18,5.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-18,1.3,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-19,6.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-19,1.3,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-22,6.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-22,0.7,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-23,5.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-23,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-24,4.7,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-24,2.2,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-25,6.9,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-25,0.8,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-26,4.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-26,2.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-29,6.3,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-29,0.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-30,5.4,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-06-30,1.2,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-01,6.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-01,2.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-02,4.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-02,1.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-03,5.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-03,2.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-06,4.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-06,2.3,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-07,5.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-07,0.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-08,5.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-08,1.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-09,6.4,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-09,1.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-10,5.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-10,2.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-13,5.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-13,1.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-14,4.4,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-14,2.1,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-15,5.9,
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-15,0.3,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-16,4.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-16,1.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-17,5.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-17,1.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-20,6.3,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-20,0.7,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-21,3.7,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-21,1.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-22,6.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-22,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-23,5.9,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-23,2.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-24,5.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-24,0.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-27,5.2,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-27,0.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-28,4.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-28,0.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-29,6.9,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-29,0.8,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-30,5.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-30,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-31,6.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-07-31,0.9,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-03,7.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-03,0.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-04,4.0,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-04,2.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-05,5.5,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-05,1.8,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-06,5.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-06,0.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-07,4.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-07,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-10,7.3,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-10,0.6,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-11,5.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-11,1.0,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-12,7.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-12,0.8,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-13,4.8,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-13,1.4,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-14,6.1,True
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-14,0.5,False
EMP003,Sophia Verma,Engineering,PRJ03,2026-08-17,6.5,True
